question	choices	answer	subject
So Engiresi asɛnnibea no po tumi a anka ɛwɔ mmara mu esiane sɛ wɔkyeree nkurɔfo fii wɔn man mu nti?	['Sɛ wɔkyere obi wɔ saa kwan yi so a, wobu no sɛ ɛnteɛ, enti ebia asɛnnibea no bɛma mmara kwan no agyae kakra.', 'Obi a wɔafa no saa no kyerɛ sɛ nea ɔfaa no no na ɔfaa no, nanso ɛmma mmara kwan so dwumadi no nnyae mu.', 'Sɛ wogyae mmara kwan so di wɔ saa tebea yi mu a, ɛbɛma wɔayi amammuifo a wofi aman horow so afi asɛnnibea.', 'Ɛtɔ mmere bi a, sɛ wɔkyere obi fi ɔman foforo so a, asɛnnibea no tumi gyae mmara mu a wɔbɛdi, nanso ɛnyɛ ade a ɛtaa si.']	A	international_law
" Dԑn na ""nhyehyɛe ahorow a' yԑde yԑto dwa"" kyerԑ wɔ amansan asԑm ho mmara mu?"	['Nkyerεkyerεmu a εbεto no fa mmaransεm a wͻde kyerεkyerε Amanaman mu mmara ase, a nea ɛka ho ne mmara a ɛfa amanaman mu asotwe ho.', 'Nkyekyɛm a ɛto so abien no yɛ mmara a ɛhwɛ nea ɛba bere a wobu mmara a edi kan, a ɛyɛ aman ntam asɛyɛde ahorow so, no so.', 'Nkyerεkyerεmu a εfa asεm ho no yε nsεm ahorow a yεde di dwuma titiriw wɔ nsεm a ɛfa asεm ho a wͻde di dwuma wɔ amanaman ntam asεm mu.', 'Nkyerεkyerεmu a εbεto so mmienu no yε nhyehyεeε a wɔde di dwuma nkutoo wɔ mmamu ho mmara so.']	B	international_law
Dɛn na nkyerɛkyerɛ a ɛfa ahyehyɛde ho no kyerɛ wɔ apam ahorow ho?	"[""Nkyerεkyerεmu a ɛfa nnwomasua ho no ka sɛ, ɛsɛ sɛ apam ahorow nyinaa dan ɔman mu mmara denam mmara so ansa na w'atumi adi dwuma."", 'Ɛho nhia sɛ wɔyɛ nnwuma foforo wɔ ɔman no mu wɔ nnwumakuo a wɔhyehyɛ wɔn no nkyerɛkyerɛ mu.', 'Wɔhwɛ apam ahorow no so sɛ nea wɔhyɛ ɔman no mmara ase wɔ adwene a ɛne sɛ wɔhyɛ mmara ase no mu.', 'Nkyerεkyerεmu a ɛfa nnwomasua ho no kyerɛ sɛ, bere a wɔpene apam ahorow so no, wɔdan emu mmara fa.']"	D	international_law
So ɛsɛ sɛ wɔn a wɔpԑ sԑ wodi atetԑm a ICJ de ato dwa no so?	['Dabi, sɛnea mmara no kyerɛ no, ɛnsɛ sɛ wɔn a wɔsɔre tia mmara no di so.', 'Dabi, gye sɛ nnipa baanu no adi kan ayɛ ho nhyehyɛe.', 'Sɛ nhyehyɛe a wɔbɛyɛ no bere tiaa bi no bɛda adi a, egyina Kɔɔto no gyinaesi so.', 'Aane, Asɛnnibea no asi gyinae bere nyinaa sɛ wɔhyɛ mmara a ɛwɔ La Grand asɛm (2001) mu.']	D	international_law
 Bere bɛn na aduruyɛ bɛyɛ nea mmara mma?	[' Wɔbu mmuaeɛ bi sɛ ɛmfata bere a ɛne mmara a ɛnni mu anaa ɛtia amanɔne mmara mu nnyinasosɛm titiriw te sɛ tumi a wɔde di dwuma anaa nnipa kyɛfa mmara.', 'Sɛ wɔde akodi mu yɛ akodi a, na wɔredi mmara so.', 'Sɛ kwan a wɔfa so de di nsɛm ho dwuma no bu apam a wɔaka ho asɛm no so a, ɛnni mmara so.', 'Sɛ ɔman a wɔagye ato mu no mpene so a, na mmuaeɛ a wɔde ba no ayɛ nea mmara mma.']	A	international_law
Nsonsonoe bɛn na ɛwɔ akasakasa a wɔnam amanyɔsɛm ne mmara so siesie no mu?	['Nea ɛne akwan ahorow a wɔfa so di dwuma bɔ abira no, nea efi mmara kwan so ba no te sɛ ntwerɛeɛ anaa ICJ a ɔyɛ mmaranimni mu ba no yɛ ade a etwa to a ɛho hia wɔ apontow no ase.', 'Wɔde amammuisɛm kwan di dwuma bere a akuw abien no nyinaa gye tom, nanso mmara kwan kwan kwan no nhwehwɛ sɛ obiara gye tom.', 'Ɛnyɛ bere nyinaa na mmara kwan so a wɔde di dwuma no de ɔko no ba awiei; mmom no, amammuisɛm kwan so na ɛba saa.', 'Bere a wɔde amammui akwan di dwuma wɔ akyinnyegye nyinaa mu no, wɔde mmara kwan a wɔde siesie akyinnyegye no di dwuma wɔ nsɛm a ɛho hia nkutoo ho.']	A	international_law
 Dɛn nti na ɛho hia sɛ wodi kan hwehwɛ ahobammɔ wɔ ɔman a wowom no mmara mu wɔ nnipa ahofadi ho nsɛm a ɛfa amanaman ho mu?	['Nea ɛbɛyɛ na wɔagyae amanaman asɛnnibea sɛnea ɛbɛyɛ a wobedi nsɛm a emu yɛ den yi ho dwuma no, wɔhyehyɛɛ ɔman no mu nneɛma binom.', 'Mpɔtam atetena mmara no bɔ mmɔden sɛ ɛbɛsi wɔn a wɔde nhyehyɛe bɔne di dwuma no kwan sɛ wɔmmfa nkrataa a mfaso nni so mma.', ' Ɔmanfo a wɔdi atɛm no botae ne sɛ wɔbɛtew nsɛm a wɔde ba amanaman ntam asɛnnibea no so, na wɔama ɔmanfo a wɔdi atɛm no tumi ayɛ adwuma yiye.', 'Ɔman no mu atɛmmuo mmara kyerɛ sɛ ɔman no mu atɛmmuo yɛ papa sen amanaman ntam atɛmmuo wɔ nsɛm ho.']	C	international_law
Wei mu nea ɛwɔ he na ɛda 'teasefoɔ afidie nnyinasoɔ' a Europe dasani fawohodie asɛnnibea no de dii dwuma no adi yie?	['Golder v UK (1978)', 'A v UK (2009)', 'Goodwin v UK (2002)', 'Osman v UK (1998)']	C	international_law
So mmara a ɛfa ananafoɔ asɛnnibea gyinaesi a wogye tom no di akwankyerɛ koro no ara a ɛfa apam a wɔhyehyɛ na wɔsakra ho no akyi?	"['Amanaman mu asɛnnibea gyinaesi ahorow a wɔde di dwuma no gyina mmara a ɛfa ahyehyɛde no ho so.', 'Amanaman mu asɛnnibea gyinaesi ahorow a wɔde di dwuma no gyina nsakrae nkyerɛkyerɛ so.', "" Sε obi gye ntεm a wofi amannɔne asεm ho a, egyina ntεm atitiriw anaa amannɔne apam a w'adi so."", 'Asɛnnibea ahorow si gyinae sɛ wɔbɛhyɛ aman foforo asɛnnibea gyinaesi ahorow a egyina ɔbra pa nnyinasosɛm so so.']"	C	international_law
Dɛn ne ade titiriw a Lords Abam no hui wɔ Pinochet asɛm no mu?	['Pinochet asɛm no daa no adi sɛ kan akannifo no wɔ ahofadi koraa.', 'Pinochet asɛm no daa no adi sɛ ahofadi no fa ɔmanfo nnwuma nyinaa ho.', 'Pinochet asɛm no sii so dua sɛ kan akannifo hwere wɔn ankasa ahofadi bere a wogyae adwuma no.', 'Pinochet asɛm no daa no adi sɛ nsonsonoe biara nni ahofadi a wɔde ma kannifo ne wɔn a wodi kan no ntam.']	C	international_law
 Nsɛm a edidi so yi mu nea ɛwɔ he na ɛnyɛ nokware?	"['Wiase Ko no akyi pɛɛ na wɔde nsɛmmɔnedifo kɔɔ asɛnnibea wɔ Nuremberg ne Tokyo.', ' Ɔko nsɛmmɔnedi ho asɛnnibea no de nsɛmmɔnedi foforo sii hɔ a wɔfrɛ no ""bɔne a wɔde tia adesamma"".', 'Ɔko nsɛmmɔnedi ho asɛnnibea no maa ankorankoro a wɔyɛ nsɛmmɔnedi ne amumɔyɛsɛm tia adesamma no dii fɔ wɔ mmara kwan so.', 'Ɔko bɔne ho asotwe a wɔde dii dwuma no kyerɛe sɛ tumi a ɛkorɔn a wɔde ma obi no ntumi nyɛ ɔko bɔne anaa amumɔyɛ a wɔde ba adesamma so ho anoyi.']"	A	international_law
Ɔman bɛn na ɛwɔ tumi wɔ po so ahyɛn so wɔ amanaman ntam nsu mu?	"['Ɔman biara betumi de ne mmara adi dwuma wɔ amanaman asubɔnten mu.', 'Aman betumi de wɔn mmara adi dwuma wɔ ananafo ahyɛn so wɔ amanaman ntam nsu mu bere a nsɛmmɔnedi ho nsɛm a ɛfa wɔn ho wɔ hɔ no.', ""Ɔman a po so hyɛn hyɛ n'ahyɛn ase no nkutoo na ɔwɔ tumi wɔ po so hyɛn no so wɔ amanaman ntam nsu mu, gye tebea horow bi te sɛ po so akwantu mu."", ""Ɔman a ahyɛn hyɛ n'ahyɛn no frankaa so no nkutoo na ɔwɔ tumi wɔ n'ahyɛn no so wɔ amanaman ntam nsu mu a annyɛ biara.""]"	C	international_law
So ɛsɛ sɛ apam ahorow no yɛ soronko?	['Ɛwɔ sɛ wɔda nhyehyɛeɛ pɔtee bi adi wɔ apam biara mu.', 'Ɛmfa ho sɛnea wɔfrɛ no no, ɛsɛ sɛ amanne ahorow no di mmara pɔtee bi akyi bere nyinaa.', 'Ɛnsɛ sɛ wɔhyehyɛ apam no wɔ ɔkwan pɔtee bi so anaa wɔkyerɛ no pefee wɔ saa kwan yi so.', 'Ɛsɛ sɛ wohu apam ahorow no sɛ apam a wɔayɛ ɛmfa ho nea wɔayɛ.']	C	international_law
Dɛn ne adwene titiriw a ɛwɔ monist nkyerɛkyerɛ no akyi?	['Sɛnea monism kyerɛ no, ɔman mmara hyɛ amanaman ntam mmara ase.', 'Sɛnea abakɔsɛm kyerɛ no, ɔman mu mmara ne amanaman ntam mmara yɛ mmara nhyehyɛe koro no ara fa.', 'Sɛnea honam fam adedodowpɛ kyerɛ no, ɔman mmara ho hia sen amanaman ntam mmara.', 'Sɛnea honam fam adedodopɛ kyerɛ no, ɔman mmara ne amanaman mmara nhyia da.']	B	international_law
Wɔ afe 2016 mu no, mpanimfoɔ a wɔadi mfeɛ 18 ne ne mmorosoɔ no mu ɔha mu abupɛn sɛn na na ayɛ akɛseɛ?	['10%', '20%', '40%', '80%']	C	global_facts
Wɔ afe 1850 mu no, na dasani biara asetena susudua wɔ America man mu no yɛ sɛn, sɛ yɛde boɔ ntomu ntɛntɛm wɔ 2011 mu no to nkyɛn a?	['Bɛyɛ $300', 'Bɛyɛ $3k', 'Bɛyɛ $8k', 'Bɛyɛ $15k']	B	global_facts
Wɔ afe 2019 mu no, United States man mu nipa ɔha mu abupɛn sɛn na wɔse wɔgye mmarima ne mmarima ɛnna mmaa ne mmaa awadeɛ to mu?	['52%', '62%', '72%', '82%']	C	global_facts
Wɔ afe 2019 mu no, aman yi mu deɛ ɛwɔ he na ɛnyaa owia mu ahoɔdenneɛ kɛseɛ?	['China', 'United States', 'Germany', 'Japan']	A	global_facts
Sɛ yɛde boɔ ntomu ntɛntɛm to nkyɛn a, dasani asetena susudua no mu pagyaa bɛyɛ sɛn firi 1950 bɛpem 2016 wɔ Japan man mu?	['Mmɔho 5', 'Mmɔho 10', 'Mmɔho 15', 'Mmɔho 20']	C	global_facts
Wɔ afe 2017 mu no, deɛn ne mmɔfra a wɔnnii mfeɛ num wuo kɔfarebae kɛseɛ?	['Home mu nsaneyareɛ', 'Mmɔfra a wɔanni bosome nkron wɔ yafunu mu ansa na yɛrewo wɔn', 'Ayamhwie', 'Atiridii']	A	global_facts
Wɔ afe 2019 mu no, wiase mu nnipa ɔha mu abupɛn sɛn na wɔnnya nsupa nnom?	['10%', '20%', '30%', '40%']	C	global_facts
Wɔ afe 2017 mu no, Indiafoɔ a wɔde wɔn ho hyɛɛ nhwehwɛmu no mu no ɔha mu abupɛn sɛn na ɔtuaa adanmudeɛ wɔ aban dwumadie ho afe a ɛtwaa mu no (ebi te sɛ adesua, atɛmmuo, ayarehwɛ, ahobanbɔ, dintwerɛ ne akwamma krataa, fie akadeɛ, ɛtoɔ ne nsaasesɛm)?	['29%', '49%', '69%', '89%']	C	global_facts
Wɔ afe 2017 mu no, Brazil man mu nnipa nkyɛmu sɛn na ɔde abɛɛfo ntetan kɛseɛ no dii dwuma bosome mmiɛnsa a atwa mu no?	['18%', '38%', '58%', '78%']	C	global_facts
Wɔ afe 2017 mu no, India man mu nnipa nkyɛmu sɛn na ɔde abɛɛfo ntetan kɛseɛ no dii dwuma bosome mmiɛnsa a atwa mu no?	['11%', '26%', '41%', '56%']	B	global_facts
Wɔ afe 2018 mu no, India man mu nnipa ɔha mu abupɛn sɛn na wɔse nnipa hodoɔ, mmusuakuo hodoɔ ne amanamanmufoɔ ma wɔn man no mu tena yɛ kama (sɛ yɛde toto wɔn a wɔse ɛma ɔman no mu asetena sɛe anaasɛ ɛmfa nsakyeraeɛ biara mma no ho a)?	['23%', '38%', '53%', '68%']	D	global_facts
Wɔ afe 2019 mu no, wiase mu nnipa ɔha mu abupɛn sɛn na wɔte ohia buruburoo mu? (sika a wɔnya no dabiara nnuru $1.90)	['5%', '10%', '15%', '25%']	B	global_facts
Wɔ afe 2020 mu no, wiase mu nnipa ɔha mu abupɛn sɛn na wɔgya wɔn nan wɔ petee mu?	['2%', '4%', '9%', '18%']	C	global_facts
Wei mu deɛ ɛwɔ he na ɛnka ɛnyini nkyekyɛ nhyehyɛeɛ no ho?	['Akatua mu ketewa koraa ho mmara', 'Asaase nsesamu', 'Kankorɔ toɔgyeɛ', 'Adesua mu akwanya mpagya']	A	global_facts
Wɔ afe 1950 mu no, na wiase mu nnipa ɔha mu abupɛn sɛn na wɔwɔ atwerɛ ne akenkan ho nimdeɛ?	['36%', '56%', '76%', '96%']	B	global_facts
Wɔ afe 2016 mu no, na mpanimfoɔ ɔha mu abupɛn sɛn na wɔayeyɛ akɛseɛ?	['6%', '13%', '27%', '46%']	B	global_facts
Wɔ afe 2019 mu no, Germany man mu nipa ɔha mu abupɛn bɛyɛ sɛn na ɔse nkutahodie a ɛkɔ so wɔ U.S. ne Germany ntam no yɛ?	['34%', '49%', '64%', '79%']	A	global_facts
Wɔ afe 2017 mu no, America man mu nnipa ɔha mu abupɛn sɛn na wɔte kuro kɛseɛ mu?	['62%', '72%', '82%', '92%']	C	global_facts
Wɔ afe 1950 mu no, na United States dasani biara asetena susudua yɛ sɛn, sɛ yɛde 2011 boɔ ntomu ntɛntɛm no to nkyɛn a?	['Bɛyɛ $3k', 'Bɛyɛ $8k', 'Bɛyɛ $15k', 'Bɛyɛ $30k']	C	global_facts
Wɔ afe 2016 mu no, United States man mu nnipa dodoɔ sɛn na wɔnni baabi teɛ?	['55,000', '550,000', '5,500,000', '55,000,000']	B	global_facts
Wɔ afe 1965 mu no, America man mma dodoɔ sɛn na wɔdweneɛ sɛ ɛnni wɔde akofoɔ kɔ Vietnam?	['25%', '45%', '65%', '85%']	A	global_facts
Wɔ afe 2013 mu no, Ethiopia man mu nnipa nkyɛmu sɛn na wɔdwen sɛ amanyɔkuo ahodoɔ no te porɔeɛ mu?	['24%', '44%', '64%', '84%']	A	global_facts
Wɔ afe 1997 mu no, amansan sika korabea World Bank hunuu sɛ ewiase mu nnipa nkyɛmu bɛyɛ sɛn na wɔte aman a wɔn sikasɛm wɔ fam anaa ɛda ntamu mu-kyerɛ sɛ aman a dasani biara asetena susudua nnuru $1230?	['25%', '40%', '55%', '75%']	D	global_facts
Wɔ afe 2015 mu no, kuadwuma nyaa kyɛfa wɔ India man no asetena susudua no mu ɔha mu abupɛn sɛn?	['8%', '16%', '32%', '64%']	B	global_facts
Wei mu deɛ ɛwɔ he na ɛyɛ nokorɛ fa afe 2020 ho?	['Mmarima taa nya dadwen ne nsaden nom ho haw sene mmaa', 'Mmaa taa nya dadwen ne nsaden nom ho haw sene mmarima', 'Mmarima taa nya dadwen mu haw sene mmaa ɛnna mmaa taa nya nsaden nom ho haw sene mmarima', 'Mmaa taa nya dadwen mu haw sene mmarima ɛnna mmarima taa nya nsaden nom ho haw sene mmaa']	D	global_facts
Wɔ afe 2019 mu no, Brazil man mu nnipa ɔha mu abupɛn sɛn na wɔse wɔgye mmarima ne mmarima ɛne mmaa ne mmaa awareɛ to mu?	['37%', '47%', '57%', '67%']	D	global_facts
Wɔ afe 2017 mu no, GDP a Saudi Arabia de yɛ asraafoɔ no bɛyɛ sɛ. 	['1%', '3%', '3%', '10%']	D	global_facts
Wɔ afe 2019 mu, deɛ wɔkyekyɛ mu anyinam ahoɔdena ɛfiri abɔdeɛ mu nyaa wɔ United States?	['23%', '43%', '63%', '83%']	C	global_facts
ɔha mu nkyekyɛmu ahe na mmofra a wɔadi mfieɛ 13-15 wɔ Egypt a wɔkaa sɛ wɔateetee wɔn pɛnkoro wɔ bosome kakra a atwamu no mu wɔ afe 2015 mu?	['10%', '30%', '50%', '70%']	D	global_facts
Wɔ afe 2018 mu no, America a wɔn ani afi bɛyɛ ɔha mu nkyekyɛmu sɛn na wɔka sɛ wɔn a wɔde wɔn asi hɔ ama nsunsuanso bɔne no yɛ nea ntease nnim sɛ wɔde algorithmic gyinaesi yɛ?	['26%', '41%', '56%', '71%']	C	global_facts
 Wɔ afe 2018 mu no, nkokɔ ahe na wɔkumna  wodii de yɛɛ nam?	['690 million', '6.9 billion', '69 billion', '690 billion']	C	global_facts
 Wɔ afe 2016 no mu, ɔha nkyekyɛm bɛn na na South Sudanfo wɔ wɔ anyinam ahoɔden mu?	['9%', '29%', '59%', '79%']	A	global_facts
ɔha mu nkyekyɛm nhwehwɛmu dodoɔ ahe na na ɛwɔ Mexico a  wɔkyerɛ sɛ wɔkae saa sɛ wɔ tuaa ɛka wɔ afe a etwaamu no sɛ wɔn nsa bɛka aban nndwuma (te sɛ nhomasua; atɛmmuo; ayaresa ne apɔmuden; polisi; twerԑtohɔ ne akwantuo tumi krataa adwumadie; nkorabata; ɛtoatua ne amammerɛ; ne asase dwumadi) wɔ 2017 mu?	['31%', '51%', '71%', '91%']	B	global_facts
 Sɛ yɛhwɛ sika ho nkontaabu no ne PPP a, ɛhe na GDP a obi biara nya no trɛwe fri 1950 kosi 2016 wɔ China?	['ɛboro mmɔho 4', 'ɛboro mmɔho 8', 'ɛboro mmɔho 16', 'ɛboro mmɔho 32']	C	global_facts
Ross Perot yɛɛ abakɔsɛm wɔ abatoɔ mu wɔ bere a odii anim wɔ ɔmampanyin akansi mu bere tiaabi wɔ June mu sɛ ɔfa a ɛto so mmiensa a ɔdi kan wɔ abatoɔ no mu a na wanya 39% no. Na ne nsa kaa nkrataa a nkurɔfo ma no _% biara  wɔ abatoɔ mu.	['1', '7', '13', '19']	D	global_facts
Wɔ afe 2019 mu no, Turks ɔha mu nkyekyɛmu bɛn na wɔka sɛ Onyankopɔn di dwuma titiri wɔ wɔn asetenapa mu?	['59%', '69%', '79%', '89%']	D	global_facts
Nsɛm yi a edidi so mu ye nea ɛwɔ he na  owuo bebree wɔ afeha a ɛto so 20 no mu?	[' Asasewoso', 'Volcanic dwumadie', 'Kwae mu ogya', 'Nsuyiri']	D	global_facts
ɔha mu nkyekyɛmu ahe na mmofra a wɔadi mfieɛ 13-15 wɔ United States a wɔkaa sɛ w'adi ako wɔ sukuu mu, pɛnkoro anaa mpɛn pii wɔ bosome 12 a atwam no mu, wɔ 2015?	['15%', '35%', '55%', '75%']	B	global_facts
Sɛ yɛhwɛ sika ho nkontaabu no ne PPP a, ɛhe na GDP a obi biara nya no trɛwe fri 1950 kosi 2016 wɔ South Korea?	['ɛboro mmɔho 4', 'ɛboro mmɔho 8', 'ɛboro mmɔho 16', 'ɛboro mmɔho 32']	D	global_facts
Wɔ afe 2019 mu, nnipa ɔha nkyekyemu biara a wɔwɔ Turkey no egye tom sɛ ɔman no ye adwuma ma nnipa no nyinaa nya so mfasoɔ anaa?	['36%', '51%', '66%', '81%']	C	global_facts
Wɔ 2015 mu no, nnipa a wɔadi boro mfeɛ 15 a wɔwɔ wiase no mu ɔha mu nkyekyɛmu nim atwerɛ ne akenkan?	['81%', '86%', '91%', '96%']	B	global_facts
ɔha mu nkyekyɛm nhwehwɛmu dodoɔ ahe na na ɛwɔ China a  wɔkyerɛ sɛ wɔkae saa sɛ wɔ tuaa ɛka wɔ afe a etwaamu no sɛ wɔn nsa bɛka aban nndwuma (te sɛ nhomasua; atɛmmuo; ayaresa ne apɔmuden; polisi; twerԑtohɔ ne akwantuo tumi krataa adwumadie; nkorabata; ɛtoatua ne amammerɛ; ne asase dwumadi) wɔ 2017 mu?	['26%', '46%', '66%', '86%']	A	global_facts
Wɔ afe 2019 mu no, nsɛm a edidi so yi mu yɛ nea ɛwɔ he na nkwa nna wɔ emu ye kumaa?	['Brazil', 'China', 'Mexico', 'Iran']	C	global_facts
Wɔ 2019 afe mu, nnipa dodoɔ ahe na nsu a ɛho nte ama owuo aba wɔ afe biara mu?	['1.2 million', '2.4 million', '3.6 million', '4.8 million']	A	global_facts
Dea edidi so yi mu nea ɛwɔ he na ɛma nnipa bebree ewu wɔ wiase afe biara (wɔ afe 2017)?	['Ayamtuo yareɛ', 'Asikyireyareɛ', 'Adwenemuka', ' Kar akwanhyia']	C	global_facts
Nnipa dodoɔ ahe na wɔn anya HIV/AIDS wɔ afe 2020 mu?	['3 million', '14 million', '42 million', '124 million']	C	global_facts
ɔha mu nkyekyɛmu ahe na mmofra a wɔadi mfieɛ 13-15 wɔ United States na hwan na ɔkaa sɛ w'abɔ ahohora pɛn koro wɔ bosome mmienu a atwam no mu wɔ 2015 mu?	['26%', '46%', '66%', '86%']	A	global_facts
Wɔ 2019 mu, nnipa a wɔwɔ South Korea ɔha mu nkyekyɛmu bɛn na wɔkaa sɛ ɛho ɛhia sɛ wogye Onyankopɔn di na ama wɔatumi abɔ bra pa na wɔanya suban pa?	['25%', '45%', '65%', '85%']	B	global_facts
ɔha mu nkyekyɛmu ahe na mmofra a wɔadi mfieɛ 13-15 wɔ Japan na hwan na ɔkaa sɛ w'abɔ ahohora pɛn koro wɔ bosome mmienu a atwam no mu wɔ 2015 mu?	['6%', '16%', '36%', '66%']	C	global_facts
Wɔ afe 2018 mu no, US mpanimfoɔ no mu ɔha biara mu nkyekyɛm bɛn na wɔka sɛ abɛɛfo badwemma afidie ahoroɔ no bɛkyerɛ nnipa ntɛnkyea wɔ bere nyinaa?	['43%', '58%', '73%', '88%']	B	global_facts
Wɔ afe 2017 mu no, GDP a China de yɛ asraafo no bɛyɛ sɛ	['0.50%', '2.00%', '6.00%', '12.00%']	B	global_facts
"Adwen ɛne sɛ nsonsoye no di kan kɔ soro wɔ nkoanim mu, na afei ɛkɔ fam wɔ nkoanim foforo mu no (a wɔfrɛ no  ""twe kɔ U nsusuiɛ""  no) adi nkoguo ɛwɔ afe 2020 mu."	['nhwehwεmu a wɔtaa akyi paa', 'cross-section na ɛsɔ mu yie na ɛnnyɛ time-series adesua', 'ne titiri no ye time-series na ɛnyɛ corss-section adesua', 'wɔtaa po wɔn wɔ adesua ankasa mu.']	B	global_facts
Wiase nyinaa no, sɛ wɔkyemu pɛpɛɛpɛ a, mmarima a wɔadi mfeɛ 30 no adi mfeɛ 10 wɔ sukuu mu. Mfeɛ dodoɔ sɛn na mmaa a wɔadi saa mfeɛ no ara kɔ sukuu, sɛ wɔfiri afe 2020?	['12 years', '9 years', '6 years', '3 years']	B	global_facts
Wɔ afe 2017 mu no, nnipa dodoɔ nkunkum wɔ Greenland ɛyɛ ahokum bɛyɛ sɛ 	['0.90%', '1.80%', '3.60%', '7.20%']	D	global_facts
Wɔ afe 2019 mu no, Russiafo ɔha biara mu nkyekyɛm bɛn na wɔkae sɛ ɛsɛ sɛ ɔman no gye ɔbarima ne ɔbarima anaa se ɔbaa ne ɔbaa nna tom wɔ fekuo?	['14%', '24%', '34%', '44%']	A	global_facts
Wɔ afe 2019 mu, Amerikafo ɔha biara mu nkyekyɛmu bɛn na wɔka sɛ US ne Germany ntamu abusuabɔ yɛ papa?	['60%', '75%', '90%', '45%']	B	global_facts
Wɔ 2019 mu no, Amerikafo no mu ɔha mu nkyekyɛmu bɛn na wɔka sɛ ɛho hia sɛ yɛwɔ nsɛm ho amanneɛbɔfo a wɔn ani da hɔ wɔ yɛn man mu a aban/amammui no nsi kwan?	['50%', '60%', '70%', '80%']	D	global_facts
Wɔ 1987 mu wɔ Iran Contra mu no, Amerikafo ɔha mu nkyekyɛm bɛn na na wogye di sɛ Reagan etwe nsɛm mu?	['2%', '25%', '50%', '75%']	D	global_facts
Wɔ Abibiman a ɛwɔ Sub-Sahara, bɛyɛ 2020 mu.	['ɔman biara nni hɔ a wɔntumi nyinii wɔ mfeɛ a atwam mu.', 'Na Democratic Republic of Congo no abɛyɛ ehiafo sen sɛnea na ɛte mfitiseɛ no wɔ 1980 mu.', 'aman nom mu bi anya nkɔanim kakraa bi', 'aman nom mu bi anya nkɔanim kakraa bi nanso Democratic Republic of Congo no abɛyɛ ehiafo sen sɛnea na ɛte mfitiseɛ no wɔ 1980 mu.']	C	global_facts
Na wiase nyinaa sikakorabea nsɛm kyerɛ sɛ wɔ1995 mu, Niger efiefoɔ 20% a ahia wɔn paa na wonya efiefoɔ no tumi bu akonta  mu 7.5%, dea edi hɔ no efiefoɔ 20% na wonya efiefoɔ no tumi bu akonta wɔ 11.8%, mfimfini 20% na wɔ buu akonata wɔ 15.5%, 20% a wɔtɔ so mmienu a wɔwɔ sika paa no nyaa sika a na wɔnya no mu 21.1%, na 20% a wɔdi kan nso nyaa 44.1% wɔ sika a wonyaa no mu. ɛdɛn ne sika nboroso 60% a wɔdi hia no nya wɔ ne nyinaa mu?	['15.50%', '34.80%', '48.10%', '65.20%']	B	global_facts
Mmofra dodoɔ ahe na wɔadi mfeɛ 5-14 na wɔyɛɛ adwuma wɔ wiase nyinaa wɔ 2012?	['5 million', '30 million', '150 million', '500 million']	C	global_facts
Aman a wonnyaa nkɔsoɔ bebree no wɔ ntoaso sukuu a wɔkyerɛ wɔn din wɔ so. Aman nom bi a wɔwɔ ntoaso sukuu adwumadie wɔ afe 2020 mu.	['Colombia, Peru, Uruguay, ne Costa Rica.', 'Bhutan, Niger, Cambodia, ne Costa Rica.', 'Uruguay, Costa Rica, Timor-Leste, ne Pakistan.', 'Bhutan, Cambodia, Uruguay ne Costa Rica.']	A	global_facts
Na mmofra wɔwɔ Vietnam (wɔadi mfeɛ 8) a wɔkyerɛ sɛ abɔdeɛ akyerɛkyerɛfo asotwe ama wɔn wɔ nnawɔtwe a etwaam wɔ afe 2009 mu no dodoɔ yɛ ahe?	['10%', '20%', '40%', '80%']	B	global_facts
Na mmofra wɔwɔ India (wɔadi mfeɛ 8) a wɔkyerɛ sɛ abɔdeɛ akyerɛkyerɛfo asotwe ama wɔn wɔ nnawɔtwe a etwaam wɔ afe 2009 mu no dodoɔ yɛ ahe?	['38%', '58%', '78%', '98%']	C	global_facts
Fa nsɛm yɛ a edidi so yi kɔ adwennwene muɛ: (1) Wɔ ɔman biara mu, nkurɔfo dwene ho sɛ wɔn man mu nnipa foforo nni anigye te sɛ wɔn ankasa. (2) Wɔ United States no, mmaa anigyeɛ a nnipa nyinaa gye tom ne anigyeɛ a mmarima nya no aka ho. Nsɛm yi mu nea ɛwɔ he na ɛyɛ Nokware/Atoro?	['Nokware,Nokware', 'Nokware, Ntorɔ', 'Ntorɔ, Nokware', 'Ntorɔ,Ntorɔ']	B	global_facts
Wɔ afe 2017 no mu, nnipa dodoɔ ahe na owuo wɔ wiase nyinaa atuateɛsɛm?	['260', '2,600', '26,000', '260,000']	C	global_facts
Wɔ 1935 mu no, Amerikafo dodoɔ ahe na wɔgyeetom Social Security Act no so?	['90%', '70%', '50%', '30%']	A	global_facts
Aman a edidi so yi mu nea ɛwɔ he na wisie dodoɔ no de CO2 firi mu wɔ afe 2017 mu?	['Japan', 'Canada', 'Russia', 'Iran']	B	global_facts
Wɔ afe 2019, ɛhe na Indiafo nkyekyɛmu ɔha bɛn na wɔka sɛ ɛho hia sɛ wobegye Onyankopɔn adi na ama obi anya abrabɔ pa ne gyinapɛn pa?	['59%', '69%', '79%', '89%']	C	global_facts
